source_id,target_id,distance,weight,match_rank,match_type,stratum_key,source_country,target_country
Romania_39,Sweden_8,0.0,0.3333333333333333,3,within,0|NA|NA|NA|NA|nan|NA,,
Romania_44,United Kingdom_38,0.0,0.3333333333333333,1,within,0|NA|NA|NA|NA|nan|NA,,
Romania_44,United Kingdom_58,0.0,0.3333333333333333,2,within,0|NA|NA|NA|NA|nan|NA,,
Romania_44,Sweden_8,0.0,0.3333333333333333,3,within,0|NA|NA|NA|NA|nan|NA,,
Romania_51,Romania_84,0.18055555555555555,0.3333333333333333,1,within,0|NA|NA|NA|NA|nan|NA,RO,RO
Romania_51,Romania_15,0.1875,0.3333333333333333,2,within,0|NA|NA|NA|NA|nan|NA,RO,RO
Romania_51,Romania_63,0.1875,0.3333333333333333,3,within,0|NA|NA|NA|NA|nan|NA,RO,RO
Romania_58,Romania_24,0.041666666666666664,0.3333333333333333,1,within,0|NA|NA|NA|NA|nan|NA,RO,RO
Romania_58,Romania_15,0.05555555555555555,0.3333333333333333,2,within,0|NA|NA|NA|NA|nan|NA,RO,RO
Romania_58,Romania_12,0.08333333333333333,0.3333333333333333,3,within,0|NA|NA|NA|NA|nan|NA,RO,RO
Romania_60,Romania_78,0.09027777777777778,0.3333333333333333,1,within,0|NA|NA|NA|NA|nan|NA,RO,RO
Romania_60,Romania_2,0.16666666666666666,0.3333333333333333,2,within,0|NA|NA|NA|NA|nan|NA,RO,RO
