feature,dy/dx,Std. Err.,z,Pr(>|z|),Conf. Int. Low,Cont. Int. Hi.,target
breach_case,-0.014717651913730676,0.010770933661917717,-1.3664230396077162,0.17180622137533208,-0.03582829397095952,0.006392990143498166,power_reprimand_flag
n_principles_discussed,0.01854382143758954,0.010467126795323089,1.771624802125763,0.07645685978994655,-0.001971370102857868,0.03905901297803695,power_reprimand_flag
n_principles_violated,0.023571550879191813,0.011269491286243877,2.0916251036073352,0.036472065081926144,0.001483753834065845,0.04565934792431778,power_reprimand_flag
n_corrective_measures,0.20363100400111697,0.00669420908122638,30.418978781554838,3.0823828290292815e-203,0.1905105952969323,0.21675141270530165,power_reprimand_flag
turnover_log1p,-0.012423021070800802,0.008502896713497075,-1.4610339851689738,0.1440061150439261,-0.02908839239351906,0.0042423502519174545,power_reprimand_flag
decision_year_centered,0.022866454712955456,0.007279128057441984,3.1413727760397636,0.0016815784941326055,0.008599625881514163,0.03713328354439675,power_reprimand_flag
art33_required_flag,0.03136261218769167,0.04799529085384633,0.6534518622503208,0.5134650133842955,-0.06270642931337178,0.12543165368875514,power_reprimand_flag
art33_submitted_flag,-0.14187945115012396,0.06626580080239665,-2.1410659711667224,0.03226871836899626,-0.2717580341295268,-0.012000868170721102,power_reprimand_flag
art33_timely_flag,0.025449911105353346,0.05097249787704427,0.49928710903561285,0.6175771352629043,-0.07445434893569779,0.12535417114640449,power_reprimand_flag
art34_required_flag,0.04054500088294439,0.05392840637967177,0.7518301319251993,0.4521532190339158,-0.06515273336485236,0.14624273513074115,power_reprimand_flag
subjects_notified_flag,-0.018222105234077298,0.06024724412028819,-0.30245541518373,0.7623049162911979,-0.13630453387763466,0.09986032340948008,power_reprimand_flag
q15_case_initiation_BREACH_NOTIFICATION,0.015037471348973463,0.053749751608731335,0.2797682016921305,0.7796553492369318,-0.0903101059821138,0.12038504868006071,power_reprimand_flag
q15_case_initiation_EX_OFFICIO_DPA_INITIATIVE,0.008942467939786147,0.022397882097212645,0.3992550680003362,0.6897052709055094,-0.03495657430072509,0.05284151018029738,power_reprimand_flag
q15_case_initiation_MEDIA_PUBLIC_ATTENTION,0.12275676098763277,0.06103889790293915,2.011123483632259,0.044312415269372844,0.0031227194418546045,0.24239080253341094,power_reprimand_flag
q25_sensitive_data_ARTICLE_9_SPECIAL_CATEGORY,-0.00634864629794335,0.024975603519049348,-0.2541939093924646,0.7993457557109904,-0.05529992968743191,0.04260263709154521,power_reprimand_flag
q25_sensitive_data_ARTICLE_10_CRIMINAL,0.07882058887903708,0.09226138290936223,0.8543183116653539,0.3929286437865651,-0.10200839878717215,0.2596495765452463,power_reprimand_flag
q28_mitigations_IMMEDIATE_CONTAINMENT,0.020862981663457385,0.041878846906384756,0.49817469210874243,0.618360918651252,-0.061218049987123394,0.10294401331403817,power_reprimand_flag
q28_mitigations_SECURITY_IMPROVEMENTS,-0.024214061630712963,0.04827238252734291,-0.5016131453009887,0.6159396708449967,-0.11882619283224566,0.07039806957081973,power_reprimand_flag
